Date,Hours,Time,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,TromsÃ¸,EE,LV,LT,FRE
01/01/16,00 - 01,00:00,157.26,157.26,157.26,157.26,157.26,157.26,157.26,157.26,157.26,157.26,157.26,157.26,157.26,157.26,157.26,269.72,269.72,
01/01/16,01 - 02,01:00,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,153.9,
01/01/16,02 - 03,02:00,151.03,151.03,151.03,151.03,151.03,151.03,151.03,151.03,151.03,151.03,151.03,151.03,151.03,151.03,151.03,151.03,151.03,
01/01/16,03 - 04,03:00,149.39,149.39,149.39,149.39,149.39,149.39,149.39,149.39,149.39,149.39,149.39,149.39,149.39,149.39,149.39,149.39,149.39,
01/01/16,04 - 05,04:00,148.43,148.43,148.43,148.43,148.43,148.43,148.43,148.43,148.43,148.43,148.43,148.43,148.43,148.43,148.43,148.43,148.43,
01/01/16,05 - 06,05:00,151.12,151.12,151.12,151.12,151.12,151.12,151.12,151.12,151.12,151.12,151.12,151.12,151.12,151.12,151.12,151.12,151.12,
01/01/16,06 - 07,06:00,147.38,147.38,147.38,147.38,147.38,147.38,147.38,147.38,147.38,147.38,147.38,147.38,147.38,147.38,147.38,147.38,147.38,147.38
01/01/16,07 - 08,07:00,147.48,147.48,147.48,147.48,147.48,147.48,147.48,147.48,147.48,147.48,147.48,147.48,147.48,147.48,147.48,147.48,147.48,147.48
01/01/16,08 - 09,08:00,145.75,145.75,145.75,145.75,145.75,145.75,145.75,145.75,145.75,145.75,145.75,145.75,145.75,145.75,145.75,168.58,168.58,145.75
01/01/16,09 - 10,09:00,147.67,147.67,147.67,147.67,147.67,147.67,147.67,147.67,147.67,147.67,147.67,147.67,147.67,147.67,147.67,335.83,335.83,147.67
01/01/16,10 - 11,10:00,151.41,151.41,151.41,151.41,151.41,151.41,151.41,151.41,151.41,151.41,151.41,151.41,151.41,151.41,151.41,336.4,336.4,151.41
01/01/16,11 - 12,11:00,154.96,154.96,154.96,154.96,154.96,154.96,154.96,154.96,154.96,154.96,154.96,154.96,154.96,154.96,154.96,336.11,336.11,154.96
01/01/16,12 - 13,12:00,158.32,158.32,158.32,158.32,158.32,158.32,158.32,158.32,158.32,158.32,158.32,158.32,158.32,158.32,158.32,336.21,336.21,158.32
01/01/16,13 - 14,13:00,160.43,160.43,160.43,160.43,160.43,160.43,160.43,160.43,160.43,160.43,160.43,160.43,160.43,160.43,160.43,336.3,336.3,160.43
01/01/16,14 - 15,14:00,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,164.75,336.5,336.5,164.75
01/01/16,15 - 16,15:00,172.71,172.71,172.71,172.71,172.71,172.71,172.71,172.71,172.71,172.71,172.71,172.71,172.71,172.71,172.71,381.98,381.98,172.71
01/01/16,16 - 17,16:00,177.41,177.12,177.12,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.8,177.12,177.12,177.12,177.8,381.98,381.98,177.8
01/01/16,17 - 18,17:00,180.39,177.6,177.6,183.36,183.36,183.36,183.36,183.36,183.36,183.36,183.36,177.6,177.6,177.6,183.36,381.98,381.98,183.36
01/01/16,18 - 19,18:00,178.66,178.66,178.66,179.23,179.23,179.23,179.23,179.23,179.23,179.23,179.23,178.66,178.66,178.66,179.23,381.98,381.98,179.23
01/01/16,19 - 20,19:00,171.94,172.04,172.04,172.04,172.04,172.04,172.04,172.04,172.04,172.04,172.04,172.04,172.04,172.04,172.04,342.45,342.45,172.04
01/01/16,20 - 21,20:00,169.54,169.74,169.74,169.74,169.74,169.74,169.74,169.74,169.74,169.74,169.74,169.74,169.74,169.74,169.74,336.59,336.59,169.74
01/01/16,21 - 22,21:00,166.67,166.28,166.28,166.28,166.28,185.09,166.28,166.28,166.28,166.28,166.28,166.28,166.28,166.28,185.09,320.76,320.76,185.09
01/01/16,22 - 23,22:00,161.58,160.72,160.72,160.72,160.72,211.47,160.72,160.72,160.72,160.72,160.72,160.72,160.72,160.72,211.47,259.83,259.83,
01/01/16,23 - 00,23:00,155.73,155.92,155.92,155.92,155.92,155.92,155.92,155.92,155.92,155.92,155.92,155.92,155.92,155.92,155.92,192.67,192.67,
02/01/16,00 - 01,00:00,157.12,158.95,158.95,158.95,158.95,158.95,6.47,158.95,158.95,158.95,158.95,158.95,158.95,158.95,158.95,158.95,158.95,
02/01/16,01 - 02,01:00,152.97,153.35,153.35,153.35,153.35,153.35,95.54,153.35,153.35,153.35,153.35,153.35,153.35,153.35,153.35,193.12,193.12,
02/01/16,02 - 03,02:00,144.96,145.05,145.05,145.05,145.05,145.05,145.05,145.05,145.05,145.05,145.05,145.05,145.05,145.05,145.05,174.39,174.39,
02/01/16,03 - 04,03:00,127.2,127.3,127.3,127.3,127.3,127.3,123.24,127.3,127.3,127.3,127.3,127.3,127.3,127.3,127.3,185.4,185.4,
02/01/16,04 - 05,04:00,122.47,122.47,122.47,122.47,122.47,122.47,108.77,122.47,122.47,122.47,122.47,122.47,122.47,122.47,122.47,187.42,187.42,
02/01/16,05 - 06,05:00,124.88,124.88,124.88,124.88,124.88,124.88,114.94,124.88,124.88,124.88,124.88,124.88,124.88,124.88,124.88,185.4,185.4,
02/01/16,06 - 07,06:00,131.06,131.16,131.16,131.16,131.16,131.16,121.8,131.16,131.16,131.16,131.16,131.16,131.16,131.16,131.16,195.82,195.82,
02/01/16,07 - 08,07:00,138.68,137.53,137.53,137.53,137.53,167.64,133.47,137.53,137.53,137.53,137.53,137.53,137.53,137.53,167.64,344.35,344.35,167.64
02/01/16,08 - 09,08:00,151.91,151.52,151.52,151.52,151.52,186.65,155.57,151.52,151.52,151.52,151.52,151.52,151.52,151.52,186.65,357.86,357.86,186.65
02/01/16,09 - 10,09:00,151.91,151.71,151.71,151.71,151.71,192.63,151.71,151.71,151.71,151.71,151.71,151.71,151.71,151.71,192.63,357.57,357.57,192.63
02/01/16,10 - 11,10:00,154.32,154.13,154.13,154.13,154.13,192.15,154.13,154.13,154.13,154.13,154.13,154.13,154.13,154.13,192.15,357.86,357.86,192.15
02/01/16,11 - 12,11:00,155.09,155.77,155.77,155.77,155.77,155.77,154.22,155.77,155.77,154.22,155.77,155.77,155.77,155.77,155.77,357.96,357.96,155.77
02/01/16,12 - 13,12:00,153.35,153.16,153.16,153.16,153.16,153.16,153.16,153.16,153.16,153.16,153.16,155,155,155,153.16,357.96,357.96,153.16
02/01/16,13 - 14,13:00,154.51,154.22,154.22,154.22,154.22,192.73,154.22,154.22,154.22,154.22,154.22,155.19,155.19,155.19,192.73,357.96,357.96,192.73
02/01/16,14 - 15,14:00,156.35,155.57,155.57,155.57,155.57,267.91,154.32,155.57,155.57,154.32,155.57,155.67,155.67,155.67,267.91,384.11,384.11,267.91
02/01/16,15 - 16,15:00,161.94,159.92,159.92,159.92,159.92,384.98,154.32,159.92,159.92,154.32,159.92,159.92,159.92,159.92,384.98,384.98,384.98,384.98
02/01/16,16 - 17,16:00,169.28,166.87,166.87,166.87,166.87,384.98,156.54,166.87,166.87,156.54,166.87,166.87,166.87,166.87,384.98,384.98,384.98,384.98
02/01/16,17 - 18,17:00,172.95,169.09,169.09,169.09,169.09,384.79,159.34,169.09,169.09,159.34,169.09,169.09,169.09,169.09,384.79,384.79,384.79,384.79
02/01/16,18 - 19,18:00,169.95,167.64,167.64,167.64,167.64,384.98,157.99,167.64,167.64,157.99,167.64,167.64,167.64,167.64,384.98,384.98,384.98,384.98
02/01/16,19 - 20,19:00,163.68,163.58,163.58,163.58,163.58,335.66,155.19,163.58,163.58,155.19,163.58,163.58,163.58,163.58,335.66,384.69,384.69,335.66
02/01/16,20 - 21,20:00,161.17,159.82,159.82,159.82,159.82,290.3,155.86,159.82,159.82,155.86,159.82,159.82,159.82,159.82,290.3,384.3,384.3,290.3
02/01/16,21 - 22,21:00,155.77,152.78,152.78,152.78,152.78,302.66,152.78,152.78,152.78,152.78,152.78,152.78,152.78,152.78,302.66,344.54,344.54,302.66
02/01/16,22 - 23,22:00,154.71,152.68,152.68,152.68,152.68,261.83,152.68,152.68,152.68,152.68,152.68,152.68,152.68,152.68,261.83,281.81,281.81,261.83
02/01/16,23 - 00,23:00,149.2,147.76,147.76,147.76,147.76,227.86,147.76,147.76,147.76,147.76,147.76,147.76,147.76,147.76,227.86,261.74,261.74,227.86
03/01/16,00 - 01,00:00,154.51,154.32,154.32,154.32,154.32,173.24,67.46,154.32,154.32,154.32,154.32,154.32,154.32,154.32,173.24,244.36,244.36,173.24
03/01/16,01 - 02,01:00,150.46,153.16,153.16,153.16,153.16,153.16,-0.1,153.16,153.16,153.16,153.16,153.16,153.16,153.16,153.16,187.33,187.33,153.16
03/01/16,02 - 03,02:00,151.33,152.1,152.1,152.1,152.1,152.1,2.22,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,179.89,179.89,152.1
03/01/16,03 - 04,03:00,150.07,150.46,150.46,150.46,150.46,150.46,43.53,150.46,150.46,150.46,150.46,150.46,150.46,150.46,150.46,187.33,187.33,150.46
03/01/16,04 - 05,04:00,147.56,151.42,151.42,151.42,151.42,151.42,39.76,151.42,151.42,139.26,151.42,151.42,151.42,151.42,151.42,185.49,185.49,151.42
03/01/16,05 - 06,05:00,150.36,152.78,152.78,152.78,152.78,152.78,65.24,152.78,152.78,144.38,152.78,152.78,152.78,152.78,152.78,187.81,187.81,152.78
03/01/16,06 - 07,06:00,145.34,144.57,144.57,144.57,144.57,144.57,7.24,144.57,144.57,144.57,144.57,153.35,153.35,153.35,144.57,344.35,344.35,144.57
03/01/16,07 - 08,07:00,149.78,149.88,149.88,149.88,149.88,149.88,41.21,149.88,149.88,149.88,149.88,152.87,152.87,152.87,149.88,384.88,384.88,149.88
03/01/16,08 - 09,08:00,152.29,152.39,152.39,152.39,152.39,152.39,87.92,152.39,152.39,152.39,152.39,155,155,155,152.39,434.39,434.39,152.39
03/01/16,09 - 10,09:00,156.64,157.89,157.89,157.89,157.89,157.89,153.64,157.89,157.89,156.06,157.89,157.89,157.89,157.89,157.89,435.16,435.16,157.89
03/01/16,10 - 11,10:00,162.91,165.51,165.51,165.51,165.51,165.51,161.17,165.51,165.51,158.66,165.51,165.51,165.51,165.51,165.51,434.3,434.3,165.51
03/01/16,11 - 12,11:00,169.66,173.14,173.14,173.14,173.14,173.14,159.14,173.14,173.14,159.14,173.14,173.14,173.14,173.14,173.14,434.39,434.39,173.14
03/01/16,12 - 13,12:00,169.38,173.14,173.14,173.14,173.14,173.14,157.99,173.14,173.14,157.99,173.14,173.14,173.14,173.14,173.14,434.39,434.39,173.14
03/01/16,13 - 14,13:00,165.8,170.44,170.44,170.44,170.44,170.44,157.79,170.44,170.44,157.79,170.44,170.44,170.44,170.44,170.44,434.39,434.39,170.44
03/01/16,14 - 15,14:00,168.02,170.44,170.44,170.44,170.44,225.83,157.79,170.44,170.44,157.79,170.44,170.44,170.44,170.44,225.83,434.3,434.3,225.83
03/01/16,15 - 16,15:00,168.6,169.86,169.86,169.86,169.86,262.51,157.31,169.86,169.86,157.31,169.86,169.86,169.86,169.86,262.51,435.26,435.26,262.51
03/01/16,16 - 17,16:00,179.7,179.61,179.61,179.61,179.61,277.18,158.76,179.61,179.61,158.76,179.61,179.61,179.61,179.61,277.18,434.68,434.68,277.18
03/01/16,17 - 18,17:00,185.01,184.43,184.43,184.43,184.43,261.74,166.19,184.43,184.43,166.19,184.43,184.43,184.43,184.43,261.74,434.68,434.68,261.74
03/01/16,18 - 19,18:00,181.82,182.02,182.02,182.02,182.02,246.78,162.43,182.02,182.02,162.43,182.02,182.02,182.02,182.02,246.78,482.94,482.94,246.78
03/01/16,19 - 20,19:00,177,178.64,178.64,178.64,178.64,241.18,159.05,178.64,178.64,159.05,178.64,178.64,178.64,178.64,241.18,384.79,384.79,241.18
03/01/16,20 - 21,20:00,172.75,174.49,174.49,174.49,174.49,188.97,158.57,174.49,174.49,158.57,174.49,174.49,174.49,174.49,188.97,384.98,384.98,188.97
03/01/16,21 - 22,21:00,169.09,171.02,171.02,171.02,171.02,212.52,158.57,171.02,171.02,158.57,171.02,171.02,171.02,171.02,212.52,344.35,344.35,212.52
03/01/16,22 - 23,22:00,162.04,164.36,164.36,164.36,164.36,202.48,164.36,164.36,164.36,156.93,164.36,164.36,164.36,164.36,202.48,307.77,307.77,202.48
03/01/16,23 - 00,23:00,151.23,151.91,151.91,151.91,151.91,151.91,139.26,151.91,151.91,151.91,151.91,153.26,153.26,153.26,151.91,251.51,251.51,151.91
04/01/16,00 - 01,00:00,152.78,154.03,154.03,154.03,154.03,154.03,132.99,154.03,154.03,153.06,154.03,154.03,154.03,154.03,154.03,293.1,293.1,154.03
04/01/16,01 - 02,01:00,150.17,152.58,152.58,152.58,152.58,152.58,123.24,152.58,152.58,150.46,152.58,152.58,152.58,152.58,152.58,288.66,288.66,152.58
04/01/16,02 - 03,02:00,148.72,150.17,150.17,150.17,150.17,150.17,101.91,150.17,150.17,148.91,150.17,150.17,150.17,150.17,150.17,251.7,251.7,150.17
04/01/16,03 - 04,03:00,149.01,150.27,150.27,150.27,150.27,150.27,37.35,150.27,150.27,150.17,150.27,150.27,150.27,150.27,150.27,251.7,251.7,150.27
04/01/16,04 - 05,04:00,151.81,153.64,153.64,153.64,153.64,153.64,30.88,153.64,153.64,153.06,153.64,153.64,153.64,153.64,153.64,304.59,304.59,153.64
04/01/16,05 - 06,05:00,156.54,161.75,161.75,161.75,161.75,262.12,83.67,161.75,161.75,153.45,161.75,161.75,161.75,161.75,262.12,495.19,495.19,262.12
04/01/16,06 - 07,06:00,174.68,173.81,173.81,173.81,173.81,328.42,173.81,173.81,173.81,158.28,173.81,173.81,173.81,173.81,328.42,495.29,495.29,328.42
04/01/16,07 - 08,07:00,194.95,188.58,188.58,188.58,188.58,332.67,188.58,188.58,188.58,186.65,188.58,188.58,188.58,188.58,332.67,495.39,495.39,332.67
04/01/16,08 - 09,08:00,209.04,197.75,197.75,197.75,197.75,332.57,197.75,197.75,197.75,197.75,197.75,197.75,197.75,197.75,332.57,495.39,495.39,332.57
04/01/16,09 - 10,09:00,202.38,197.75,197.75,197.75,197.75,328.62,197.75,197.75,197.75,197.75,197.75,197.75,197.75,197.75,328.62,495.39,495.39,328.62
04/01/16,10 - 11,10:00,202.86,197.56,197.56,197.56,197.56,328.91,197.56,197.56,197.56,197.56,197.56,197.56,197.56,197.56,328.91,495.39,495.39,328.91
04/01/16,11 - 12,11:00,200.16,194.37,194.37,194.37,194.37,328.91,194.37,194.37,194.37,194.37,194.37,194.37,194.37,194.37,328.91,495.39,495.39,328.91
04/01/16,12 - 13,12:00,197.17,191.57,191.57,191.57,191.57,328.91,191.57,191.57,191.57,191.57,191.57,191.57,191.57,191.57,328.91,495.39,495.39,328.91
04/01/16,13 - 14,13:00,197.07,191.38,191.38,191.38,191.38,332.09,191.38,191.38,191.38,191.38,191.38,191.38,191.38,191.38,332.09,495.39,495.39,332.09
04/01/16,14 - 15,14:00,198.91,191.86,191.86,191.86,191.86,332.38,191.86,191.86,191.86,191.86,191.86,191.86,191.86,191.86,332.38,495.39,495.39,332.38
04/01/16,15 - 16,15:00,202.19,193.89,193.89,193.89,193.89,332.86,193.89,193.89,193.89,193.89,193.89,193.89,193.89,193.89,332.86,495.39,495.39,332.86
04/01/16,16 - 17,16:00,218.21,201.51,201.51,212.9,212.9,332.57,200.64,212.9,212.9,200.64,200.64,201.51,201.51,201.51,332.57,495.39,495.39,332.57
04/01/16,17 - 18,17:00,228.05,200.35,200.35,274.86,274.86,332.38,203.35,274.86,274.86,203.35,203.35,200.35,200.35,200.35,332.38,495.39,495.39,332.38
04/01/16,18 - 19,18:00,209.91,198.23,198.23,198.23,198.23,332.48,198.23,198.23,198.23,198.23,198.23,198.23,198.23,198.23,332.48,495.29,495.29,332.48
04/01/16,19 - 20,19:00,197.07,190.8,190.8,190.8,190.8,332.28,190.8,190.8,190.8,190.8,190.8,190.8,190.8,190.8,332.28,495.29,495.29,332.28
04/01/16,20 - 21,20:00,187.62,183.85,183.85,183.85,183.85,323.69,183.85,183.85,183.85,183.85,183.85,183.85,183.85,183.85,323.69,463.92,463.92,323.69
04/01/16,21 - 22,21:00,181.92,178.54,178.54,178.54,178.54,318.1,178.54,178.54,178.54,178.54,178.54,178.54,178.54,178.54,318.1,463.25,463.25,318.1
04/01/16,22 - 23,22:00,172.85,170.92,170.92,170.92,170.92,231.24,170.92,170.92,170.92,170.92,170.92,170.92,170.92,170.92,231.24,337.59,337.59,231.24
04/01/16,23 - 00,23:00,164.84,164.36,164.36,164.36,164.36,184.33,164.36,164.36,164.36,164.36,164.36,164.36,164.36,164.36,184.33,298.7,298.7,184.33
05/01/16,00 - 01,00:00,170.34,170.34,170.34,170.34,170.34,170.34,170.34,170.34,170.34,170.34,170.34,170.34,170.34,170.34,170.34,293.08,293.08,170.34
05/01/16,01 - 02,01:00,166.97,166.97,166.97,166.97,166.97,166.97,166.97,166.97,166.97,166.97,166.97,166.97,166.97,166.97,166.97,280.07,280.07,166.97
05/01/16,02 - 03,02:00,166.1,166.1,166.1,166.1,166.1,166.1,166.1,166.1,166.1,166.1,166.1,166.1,166.1,166.1,166.1,289.61,289.61,166.1
05/01/16,03 - 04,03:00,166.87,166.87,166.87,166.87,166.87,166.87,166.87,166.87,166.87,166.87,166.87,166.87,166.87,166.87,166.87,289.71,289.71,166.87
05/01/16,04 - 05,04:00,170.15,170.15,170.15,170.15,170.15,170.15,170.15,170.15,170.15,170.15,170.15,170.15,170.15,170.15,170.15,302.91,302.91,170.15
05/01/16,05 - 06,05:00,175.54,172.65,172.65,172.65,172.65,317.84,172.65,172.65,172.65,172.65,172.65,172.65,172.65,172.65,317.84,362.06,362.06,317.84
05/01/16,06 - 07,06:00,187.29,181.13,181.13,181.13,181.13,328.34,181.13,181.13,181.13,181.13,181.13,181.13,181.13,181.13,328.34,463.13,463.13,328.34
05/01/16,07 - 08,07:00,218.9,197.6,197.6,197.6,197.6,331.81,197.6,197.6,197.6,197.6,197.6,197.6,197.6,197.6,331.81,530.28,530.28,331.81
05/01/16,08 - 09,08:00,255.8,217.55,217.55,217.55,217.55,331.52,217.55,217.55,217.55,217.55,217.55,217.55,217.55,190.38,331.52,530.76,530.76,331.52
05/01/16,09 - 10,09:00,257.53,222.85,222.85,222.85,222.85,328.25,209.36,222.85,222.85,209.36,209.36,222.85,222.85,192.21,328.25,530.96,530.96,328.25
05/01/16,10 - 11,10:00,261.58,223.62,223.62,223.62,223.62,329.79,209.84,223.62,223.62,209.84,209.84,223.62,223.62,192.88,329.79,530.86,530.86,329.79
05/01/16,11 - 12,11:00,251.56,211.09,211.09,211.09,211.09,328.44,208.49,211.09,211.09,208.49,208.49,211.09,211.09,193.56,328.44,531.15,531.15,328.44
05/01/16,12 - 13,12:00,229.4,205.12,205.12,205.12,205.12,328.25,201.46,205.12,205.12,201.46,201.46,205.12,205.12,192.3,328.25,530.86,530.86,328.25
05/01/16,13 - 14,13:00,217.55,202.13,202.13,202.13,202.13,331.43,198.57,202.13,202.13,198.57,198.57,202.13,202.13,190.86,331.43,530.96,530.96,331.43
05/01/16,14 - 15,14:00,226.6,202.61,202.61,202.61,202.61,345.59,198.76,202.61,202.61,198.76,198.76,202.61,202.61,191.24,345.59,530.96,530.96,345.59
05/01/16,15 - 16,15:00,261.09,223.23,223.23,223.23,223.23,530.38,199.53,223.23,223.23,199.53,199.53,223.23,223.23,192.02,530.38,530.86,530.86,530.38
05/01/16,16 - 17,16:00,325.94,298.48,298.48,298.48,298.48,442.51,201.94,298.48,298.48,201.94,201.94,298.48,298.48,298.48,442.51,531.05,531.05,442.51
05/01/16,17 - 18,17:00,328.44,333.64,333.64,333.64,333.64,366.88,204.54,333.64,333.64,204.54,204.54,333.64,333.64,333.64,366.88,530.96,530.96,366.88
05/01/16,18 - 19,18:00,269.09,232.96,232.96,232.96,232.96,530.57,199.24,232.96,232.96,199.24,199.24,232.96,232.96,232.96,530.57,530.57,530.57,530.57
05/01/16,19 - 20,19:00,229.2,200.69,200.69,200.69,200.69,351.47,197.31,200.69,200.69,197.31,197.31,200.69,200.69,200.69,351.47,529.9,529.9,351.47
05/01/16,20 - 21,20:00,199.82,191.63,191.63,191.63,191.63,332.39,191.63,191.63,191.63,191.63,191.63,191.63,191.63,191.63,332.39,472.48,472.48,332.39
05/01/16,21 - 22,21:00,194.42,186.81,186.81,186.81,186.81,345.11,186.81,186.81,186.81,186.81,186.81,186.81,186.81,186.81,345.11,398.29,398.29,345.11
05/01/16,22 - 23,22:00,185.37,180.45,180.45,180.45,180.45,326.13,180.45,180.45,180.45,180.45,180.45,180.45,180.45,180.45,326.13,344.14,344.14,326.13
05/01/16,23 - 00,23:00,175.73,173.13,173.13,173.13,173.13,241.34,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,241.34,320.44,320.44,241.34
06/01/16,00 - 01,00:00,193.86,192.61,192.61,192.61,192.61,269.1,192.61,192.61,192.61,192.61,192.61,192.61,192.61,192.61,269.1,320.96,320.96,269.1
06/01/16,01 - 02,01:00,189.92,188.86,188.86,188.86,188.86,227.15,188.86,188.86,188.86,188.86,188.86,188.86,188.86,188.86,227.15,303.35,303.35,227.15
06/01/16,02 - 03,02:00,186.94,185.97,185.97,185.97,185.97,209.45,185.97,185.97,185.97,185.97,185.97,185.97,185.97,185.97,209.45,290.46,290.46,209.45
06/01/16,03 - 04,03:00,187.32,186.17,186.17,186.17,186.17,215.7,186.17,186.17,186.17,186.17,186.17,186.17,186.17,186.17,215.7,289.4,289.4,215.7
06/01/16,04 - 05,04:00,190.11,187.71,187.71,187.71,187.71,250.05,187.71,187.71,187.71,187.71,187.71,187.71,187.71,187.71,250.05,303.25,303.25,250.05
06/01/16,05 - 06,05:00,194.44,190.59,190.59,190.59,190.59,316.92,190.59,190.59,190.59,190.59,190.59,190.59,190.59,190.59,316.92,359.25,359.25,316.92
06/01/16,06 - 07,06:00,203.29,197.23,197.23,197.23,197.23,327.31,197.23,197.23,197.23,197.23,197.23,197.23,197.23,197.23,327.31,481.63,481.63,327.31
06/01/16,07 - 08,07:00,238.99,212.24,212.24,212.24,212.24,327.6,212.24,212.24,212.24,212.24,212.24,212.24,212.24,212.24,327.6,481.72,481.72,327.6
06/01/16,08 - 09,08:00,271.41,242.35,242.35,242.35,242.35,327.69,242.35,242.35,242.35,242.35,242.35,242.35,242.35,242.35,327.69,529.44,529.44,327.69
06/01/16,09 - 10,09:00,327.21,271.7,271.7,271.7,271.7,327.98,271.7,271.7,271.7,271.7,271.7,271.7,271.7,271.7,327.98,433.23,433.23,327.98
06/01/16,10 - 11,10:00,344.24,336.45,336.45,336.45,336.45,336.45,336.45,336.45,336.45,336.45,336.45,336.45,336.45,336.45,336.45,433.23,433.23,336.45
06/01/16,11 - 12,11:00,377.72,365.12,365.12,365.12,365.12,365.12,365.12,365.12,365.12,365.12,365.12,365.12,365.12,365.12,365.12,424.09,424.09,365.12
06/01/16,12 - 13,12:00,370.6,359.54,359.54,359.54,359.54,359.54,359.54,359.54,359.54,359.54,359.54,359.54,359.54,359.54,359.54,481.34,481.34,359.54
06/01/16,13 - 14,13:00,372.53,352.22,352.22,352.22,352.22,352.22,352.22,352.22,352.22,352.22,352.22,352.22,352.22,352.22,352.22,424.19,424.19,352.22
06/01/16,14 - 15,14:00,335.87,286.22,286.22,286.22,286.22,340.97,286.22,286.22,286.22,286.22,286.22,286.22,286.22,286.22,340.97,424.19,424.19,340.97
06/01/16,15 - 16,15:00,369.74,346.74,346.74,346.74,346.74,530.21,271.02,346.74,346.74,271.02,271.02,346.74,346.74,346.74,530.21,530.21,530.21,530.21
06/01/16,16 - 17,16:00,408.41,397.15,397.15,397.15,397.15,530.21,271.6,397.15,397.15,271.6,271.6,397.15,397.15,397.15,530.21,530.21,530.21,530.21
06/01/16,17 - 18,17:00,446.51,432.46,432.46,432.46,432.46,530.12,284.78,432.46,432.46,284.78,284.78,432.46,432.46,432.46,530.12,530.12,530.12,530.12
06/01/16,18 - 19,18:00,436.31,446.99,446.99,446.99,446.99,530.02,271.22,446.99,446.99,271.22,271.22,446.99,446.99,446.99,530.02,530.02,530.02,530.02
06/01/16,19 - 20,19:00,348.76,412.64,412.64,412.64,412.64,424.09,258.52,412.64,412.64,258.52,258.52,412.64,412.64,412.64,424.09,424.09,424.09,424.09
06/01/16,20 - 21,20:00,295.17,239.27,239.27,239.27,239.27,331.44,239.27,239.27,239.27,239.27,239.27,239.27,239.27,239.27,331.44,424.19,424.19,331.44
06/01/16,21 - 22,21:00,258.71,212.24,212.24,212.24,212.24,357.9,212.24,212.24,212.24,212.24,212.24,212.24,212.24,212.24,357.9,359.15,359.15,357.9
06/01/16,22 - 23,22:00,207.04,196.94,196.94,196.94,196.94,331.73,196.94,196.94,196.94,196.94,196.94,196.94,196.94,196.94,331.73,332.5,332.5,331.73
06/01/16,23 - 00,23:00,193.19,186.36,186.36,186.36,186.36,303.25,186.36,186.36,186.36,186.36,186.36,186.36,186.36,186.36,303.25,308.64,308.64,303.25
07/01/16,00 - 01,00:00,219.16,217.9,217.9,217.9,217.9,280.45,211.45,217.9,217.9,211.45,211.45,217.9,217.9,217.9,280.45,333.26,333.26,280.45
07/01/16,01 - 02,01:00,210.87,209.62,209.62,209.62,209.62,261.75,209.62,209.62,209.62,209.62,209.62,209.62,209.62,209.62,261.75,325.27,325.27,261.75
07/01/16,02 - 03,02:00,208.56,207.21,207.21,207.21,207.21,261.56,207.21,207.21,207.21,207.21,207.21,207.21,207.21,207.21,261.56,314.38,314.38,261.56
07/01/16,03 - 04,03:00,209.71,207.4,207.4,207.4,207.4,269.08,207.4,207.4,207.4,207.4,207.4,207.4,207.4,207.4,269.08,306.86,306.86,269.08
07/01/16,04 - 05,04:00,215.78,210.39,210.39,210.39,210.39,314.76,208.17,210.39,210.39,208.17,208.17,210.39,210.39,210.39,314.76,314.76,314.76,314.76
07/01/16,05 - 06,05:00,254.91,233.23,233.23,233.23,233.23,392.82,208.36,233.23,233.23,208.36,208.36,233.23,233.23,233.23,392.82,392.82,392.82,392.82
07/01/16,06 - 07,06:00,322.28,260.89,260.89,260.89,260.89,549.53,213.57,260.89,260.89,213.57,213.57,260.89,260.89,260.89,549.53,549.53,549.53,549.53
07/01/16,07 - 08,07:00,529.77,696.41,696.41,696.41,696.41,696.41,267.92,696.41,696.41,267.92,267.92,696.41,696.41,696.41,696.41,696.41,696.41,696.41
07/01/16,08 - 09,08:00,575.36,963.08,963.08,963.08,963.08,963.08,293.75,963.08,963.08,293.75,293.75,963.08,963.08,963.08,963.08,963.08,963.08,963.08
07/01/16,09 - 10,09:00,559.26,767.15,767.15,767.15,767.15,767.15,282.76,767.15,767.15,282.76,282.76,767.15,767.15,767.15,767.15,767.15,767.15,767.15
07/01/16,10 - 11,10:00,549.72,721.95,721.95,721.95,721.95,721.95,282.09,721.95,721.95,282.09,282.09,721.95,721.95,721.95,721.95,721.95,721.95,721.95
07/01/16,11 - 12,11:00,529.48,591.45,591.45,591.45,591.45,591.45,260.6,591.45,591.45,260.6,260.6,591.45,591.45,591.45,591.45,591.45,591.45,591.45
07/01/16,12 - 13,12:00,460.09,577.38,577.38,577.38,577.38,577.38,274.09,577.38,577.38,274.09,274.09,577.38,577.38,577.38,577.38,577.38,577.38,577.38
07/01/16,13 - 14,13:00,413.45,596.08,596.08,596.08,596.08,596.08,251.35,596.08,596.08,251.35,251.35,596.08,596.08,596.08,596.08,596.08,596.08,596.08
